subscription_id,user_id,plan_name,subscription_start_date,subscription_end_date,is_active,tenure_days,total_revenue,monthly_price,auto_renew,billing_cycle,last_payment_date,country,signup_source,device_type,age,cohort_month
s_000215,u_00215,Basic,2024-12-25,,1,557,173.6,9.99,True,monthly,2026-06-23,IT,web,mobile,52,2024-12
s_000216,u_00216,Basic,2026-02-22,,1,133,41.11,9.99,True,monthly,2026-06-15,DE,web,desktop,66,2026-02
s_000217,u_00217,Pro,2025-05-20,,1,411,267.13,19.99,True,monthly,2026-07-01,FR,mobile,mobile,20,2025-05
s_000218,u_00218,Pro,2024-03-24,,1,833,542.74,19.99,True,monthly,2026-06-13,FR,referral,desktop,45,2024-03
s_000219,u_00219,Basic,2025-06-03,,1,397,134.66,9.99,True,yearly,2026-06-20,NL,web,desktop,58,2025-06
s_000220,u_00220,Premium,2025-01-19,,1,532,715.09,39.99,True,monthly,2026-06-12,UK,web,mobile,51,2025-01
s_000221,u_00221,Premium,2024-12-01,,1,581,804.36,39.99,False,monthly,2026-06-27,FR,referral,mobile,63,2024-12
s_000222,u_00222,Basic,2024-10-03,,1,640,223.19,9.99,False,monthly,2026-06-25,UK,mobile,desktop,42,2024-10
s_000223,u_00223,Pro,2024-05-03,,1,793,533.92,19.99,False,monthly,2026-07-05,IT,partner,desktop,53,2024-05
s_000224,u_00224,Basic,2025-12-09,,1,208,63.44,9.99,True,monthly,2026-06-13,NL,web,mobile,39,2025-12
s_000225,u_00225,Basic,2025-03-04,,1,488,156.45,9.99,True,monthly,2026-06-16,FR,mobile,mobile,63,2025-03
s_000226,u_00226,Basic,2025-02-01,,1,519,171.66,9.99,True,yearly,2026-06-29,NL,web,desktop,24,2025-02
s_000227,u_00227,Basic,2025-12-19,,1,198,65.51,9.99,True,monthly,2026-07-05,FR,partner,desktop,31,2025-12
s_000228,u_00228,Premium,2024-10-24,2026-06-03,0,587,725.52,39.99,True,monthly,2026-05-18,UK,web,desktop,23,2024-10
s_000229,u_00229,Premium,2026-01-08,,1,178,235.61,39.99,True,monthly,2026-06-23,IT,mobile,mobile,54,2026-01
s_000230,u_00230,Pro,2025-04-04,,1,457,290.67,19.99,True,monthly,2026-07-03,FR,web,desktop,30,2025-04
s_000231,u_00231,Pro,2025-07-20,,1,350,222.39,19.99,True,yearly,2026-06-14,FR,mobile,desktop,34,2025-07
s_000232,u_00232,Pro,2025-12-04,,1,213,146.17,19.99,False,monthly,2026-06-26,UK,mobile,tablet,61,2025-12
s_000233,u_00233,Premium,2024-06-23,2026-06-06,0,713,915.54,39.99,True,monthly,2026-05-16,NL,web,desktop,36,2024-06
s_000234,u_00234,Basic,2025-10-09,,1,269,88.03,9.99,True,monthly,2026-06-23,UK,referral,desktop,25,2025-10
s_000235,u_00235,Basic,2025-10-02,,1,276,90.8,9.99,True,monthly,2026-07-04,NL,web,desktop,19,2025-10
s_000236,u_00236,Pro,2024-05-31,,1,765,502.47,19.99,True,monthly,2026-06-14,DE,mobile,desktop,29,2024-05
s_000237,u_00237,Basic,2024-05-12,,1,784,243.62,9.99,False,monthly,2026-06-20,UK,web,desktop,65,2024-05
s_000238,u_00238,Basic,2025-11-23,,1,224,74.17,9.99,True,yearly,2026-06-14,DE,web,desktop,46,2025-11
s_000239,u_00239,Basic,2025-09-07,,1,301,95.56,9.99,False,monthly,2026-06-21,FR,web,mobile,69,2025-09
s_000240,u_00240,Pro,2024-09-29,,1,644,429.03,19.99,False,monthly,2026-06-14,FR,web,mobile,29,2024-09
s_000241,u_00241,Basic,2024-07-22,,1,713,219.18,9.99,True,monthly,2026-06-15,ES,web,desktop,36,2024-07
s_000242,u_00242,Basic,2024-01-27,,1,890,311.28,9.99,True,yearly,2026-07-01,DE,mobile,mobile,26,2024-01
s_000243,u_00243,Basic,2025-01-31,2026-04-17,0,441,149.17,9.99,True,monthly,2026-04-13,FR,mobile,desktop,38,2025-01
s_000244,u_00244,Basic,2026-01-05,2026-06-12,0,158,50.65,9.99,True,monthly,2026-06-06,UK,mobile,tablet,47,2026-01
s_000245,u_00245,Premium,2024-05-03,,1,793,1000.4,39.99,True,monthly,2026-06-25,UK,web,desktop,60,2024-05
s_000246,u_00246,Basic,2025-12-03,2026-06-11,0,190,60.62,9.99,False,monthly,2026-06-01,ES,web,mobile,37,2025-12
s_000247,u_00247,Pro,2026-01-11,,1,175,118.23,19.99,True,yearly,2026-07-05,UK,web,desktop,58,2026-01
s_000248,u_00248,Pro,2024-10-25,,1,618,411.76,19.99,False,monthly,2026-06-27,UK,mobile,mobile,50,2024-10
s_000249,u_00249,Basic,2024-12-06,,1,576,193.16,9.99,True,monthly,2026-07-04,UK,referral,desktop,33,2024-12
s_000250,u_00250,Pro,2025-11-24,2026-05-06,0,163,112.23,19.99,False,yearly,2026-04-18,UK,web,mobile,65,2025-11
s_000251,u_00251,Pro,2025-12-08,,1,209,135.51,19.99,True,monthly,2026-06-24,IT,mobile,desktop,40,2025-12
s_000252,u_00252,Pro,2024-12-31,,1,551,367.97,19.99,True,monthly,2026-06-20,ES,web,mobile,25,2024-12
s_000253,u_00253,Basic,2025-09-16,,1,292,94.27,9.99,True,monthly,2026-07-04,UK,web,desktop,68,2025-09
s_000254,u_00254,Basic,2024-10-09,,1,634,210.55,9.99,True,monthly,2026-06-18,FR,web,mobile,65,2024-10
s_000255,u_00255,Premium,2025-05-28,,1,403,523.03,39.99,False,yearly,2026-06-26,FR,web,mobile,20,2025-05
s_000256,u_00256,Pro,2025-01-04,,1,547,371.18,19.99,True,monthly,2026-06-29,DE,mobile,tablet,64,2025-01
s_000257,u_00257,Premium,2025-03-31,,1,461,554.75,39.99,True,monthly,2026-06-20,DE,referral,desktop,67,2025-03
s_000258,u_00258,Premium,2025-07-05,,1,365,454.88,39.99,True,monthly,2026-07-03,FR,web,desktop,61,2025-07
s_000259,u_00259,Basic,2025-07-17,,1,353,111.34,9.99,True,yearly,2026-06-24,FR,mobile,desktop,31,2025-07
s_000260,u_00260,Pro,2024-09-21,,1,652,453.31,19.99,True,monthly,2026-06-26,UK,mobile,desktop,50,2024-09
s_000261,u_00261,Basic,2025-03-05,,1,487,158.61,9.99,True,yearly,2026-07-02,FR,partner,mobile,45,2025-03
s_000262,u_00262,Pro,2024-12-15,2026-06-26,0,558,354.95,19.99,True,yearly,2026-06-17,ES,mobile,tablet,50,2024-12
s_000263,u_00263,Basic,2025-01-02,,1,549,175.94,9.99,True,monthly,2026-07-05,FR,web,tablet,50,2025-01
s_000264,u_00264,Basic,2025-10-25,,1,253,81.86,9.99,True,yearly,2026-06-25,FR,mobile,desktop,51,2025-10
s_000265,u_00265,Pro,2024-04-12,,1,814,559.45,19.99,False,monthly,2026-06-12,NL,web,mobile,44,2024-04
s_000266,u_00266,Pro,2025-01-06,,1,545,379.95,19.99,True,monthly,2026-06-20,FR,partner,mobile,53,2025-01
s_000267,u_00267,Pro,2024-09-15,,1,658,450.8,19.99,True,monthly,2026-06-21,FR,web,tablet,45,2024-09
s_000268,u_00268,Basic,2024-05-10,,1,786,268.95,9.99,True,yearly,2026-06-14,FR,mobile,desktop,18,2024-05
s_000269,u_00269,Basic,2024-04-03,,1,823,255.14,9.99,True,monthly,2026-07-04,FR,web,desktop,19,2024-04
s_000270,u_00270,Premium,2024-10-20,,1,623,782.14,39.99,True,monthly,2026-06-23,FR,web,mobile,67,2024-10
s_000271,u_00271,Basic,2024-07-26,,1,709,233.93,9.99,True,yearly,2026-06-28,FR,referral,desktop,65,2024-07
s_000272,u_00272,Basic,2025-03-28,,1,464,154.6,9.99,True,monthly,2026-06-20,FR,mobile,desktop,48,2025-03
s_000273,u_00273,Pro,2024-08-31,,1,673,417.85,19.99,True,yearly,2026-06-15,FR,web,tablet,27,2024-08
s_000274,u_00274,Basic,2025-07-31,,1,339,114.57,9.99,True,yearly,2026-07-05,UK,referral,tablet,58,2025-07
s_000275,u_00275,Pro,2024-09-09,,1,664,412.09,19.99,False,monthly,2026-07-03,IT,referral,mobile,25,2024-09
s_000276,u_00276,Basic,2026-01-28,,1,158,49.74,9.99,True,monthly,2026-06-13,UK,web,mobile,37,2026-01
s_000277,u_00277,Pro,2024-03-31,,1,826,521.31,19.99,True,monthly,2026-06-24,FR,mobile,desktop,35,2024-03
s_000278,u_00278,Premium,2025-10-09,,1,269,369.59,39.99,True,yearly,2026-06-29,UK,web,desktop,18,2025-10
s_000279,u_00279,Premium,2024-11-11,,1,601,810.34,39.99,True,monthly,2026-07-03,ES,mobile,desktop,59,2024-11
s_000280,u_00280,Pro,2025-11-05,2026-05-03,0,179,116.84,19.99,False,monthly,2026-05-03,ES,web,mobile,44,2025-11
s_000281,u_00281,Basic,2025-12-02,,1,215,73.58,9.99,True,monthly,2026-07-01,FR,web,desktop,34,2025-12
s_000282,u_00282,Pro,2024-02-17,,1,869,592.43,19.99,True,monthly,2026-07-02,FR,referral,mobile,44,2024-02
s_000283,u_00283,Pro,2024-06-05,,1,760,486.02,19.99,True,monthly,2026-07-04,FR,referral,desktop,18,2024-06
s_000284,u_00284,Pro,2025-10-09,,1,269,183.01,19.99,True,monthly,2026-06-12,FR,referral,mobile,40,2025-10
s_000285,u_00285,Pro,2026-01-07,,1,179,111.66,19.99,False,yearly,2026-06-17,UK,partner,desktop,45,2026-01
s_000286,u_00286,Pro,2024-06-23,,1,742,482.95,19.99,True,monthly,2026-06-13,UK,mobile,desktop,35,2024-06
s_000287,u_00287,Pro,2024-01-31,,1,886,542.42,19.99,False,yearly,2026-06-30,FR,mobile,desktop,61,2024-01
s_000288,u_00288,Pro,2025-12-07,,1,210,135.54,19.99,True,monthly,2026-06-29,UK,mobile,desktop,30,2025-12
s_000289,u_00289,Basic,2024-10-23,2026-04-27,0,551,179.46,9.99,False,yearly,2026-04-14,UK,web,mobile,25,2024-10
s_000290,u_00290,Basic,2025-09-05,,1,303,92.32,9.99,True,monthly,2026-07-02,FR,web,desktop,45,2025-09
s_000291,u_00291,Pro,2024-08-16,,1,688,445.05,19.99,True,monthly,2026-07-01,ES,web,desktop,64,2024-08
s_000292,u_00292,Basic,2025-05-05,,1,426,141.87,9.99,False,monthly,2026-06-12,FR,mobile,mobile,37,2025-05
s_000293,u_00293,Premium,2026-01-02,,1,184,244.66,39.99,True,monthly,2026-06-28,NL,web,mobile,20,2026-01
s_000294,u_00294,Pro,2025-07-31,,1,339,205.75,19.99,True,monthly,2026-06-17,FR,web,desktop,68,2025-07
s_000295,u_00295,Basic,2025-01-30,,1,521,158.93,9.99,False,yearly,2026-07-01,ES,mobile,desktop,41,2025-01
s_000296,u_00296,Pro,2024-07-02,,1,733,465.96,19.99,True,monthly,2026-06-13,ES,web,desktop,26,2024-07
s_000297,u_00297,Pro,2025-12-18,,1,199,136.79,19.99,True,monthly,2026-06-19,NL,web,mobile,50,2025-12
s_000298,u_00298,Pro,2024-03-01,,1,856,588.44,19.99,True,monthly,2026-06-15,DE,referral,desktop,34,2024-03
s_000299,u_00299,Basic,2024-11-01,2026-05-18,0,563,177.44,9.99,False,monthly,2026-04-26,DE,referral,desktop,66,2024-11
s_000300,u_00300,Premium,2024-04-29,,1,797,1072.07,39.99,False,monthly,2026-06-27,IT,web,desktop,33,2024-04
s_000301,u_00301,Basic,2024-03-16,,1,841,276.63,9.99,True,monthly,2026-06-25,DE,web,mobile,46,2024-03
s_000302,u_00302,Pro,2025-12-17,,1,200,140.3,19.99,True,monthly,2026-07-05,FR,web,desktop,46,2025-12
s_000303,u_00303,Basic,2026-01-23,,1,163,49.93,9.99,True,yearly,2026-07-02,UK,mobile,mobile,30,2026-01
s_000304,u_00304,Pro,2024-07-21,,1,714,467.94,19.99,True,monthly,2026-06-17,UK,referral,desktop,43,2024-07
s_000305,u_00305,Pro,2025-11-24,,1,223,147.6,19.99,False,monthly,2026-06-28,ES,web,mobile,23,2025-11
s_000306,u_00306,Pro,2025-12-15,,1,202,127.98,19.99,True,monthly,2026-07-04,UK,mobile,desktop,51,2025-12
s_000307,u_00307,Basic,2025-04-07,,1,454,137.43,9.99,True,monthly,2026-06-29,UK,web,desktop,57,2025-04
s_000308,u_00308,Pro,2024-04-04,,1,822,497.84,19.99,True,monthly,2026-06-28,IT,web,desktop,67,2024-04
s_000309,u_00309,Pro,2024-07-20,,1,715,461.85,19.99,True,yearly,2026-06-19,FR,partner,mobile,34,2024-07
s_000310,u_00310,Basic,2025-02-28,2026-04-10,0,406,135.72,9.99,False,monthly,2026-04-10,FR,web,mobile,32,2025-02
s_000311,u_00311,Premium,2025-11-08,,1,239,321.53,39.99,True,monthly,2026-06-18,UK,web,desktop,46,2025-11
s_000312,u_00312,Pro,2025-07-22,,1,348,215.61,19.99,True,monthly,2026-07-03,UK,web,desktop,54,2025-07
s_000313,u_00313,Premium,2024-10-05,2026-05-09,0,581,796.7,39.99,False,monthly,2026-04-22,FR,mobile,mobile,69,2024-10
s_000314,u_00314,Premium,2025-12-19,,1,198,253.75,39.99,False,yearly,2026-06-24,UK,referral,desktop,19,2025-12
s_000315,u_00315,Premium,2025-02-14,,1,506,706.01,39.99,True,monthly,2026-07-03,UK,partner,desktop,30,2025-02
s_000316,u_00316,Pro,2025-12-07,,1,210,129.03,19.99,False,monthly,2026-06-18,FR,web,desktop,31,2025-12
s_000317,u_00317,Pro,2025-07-30,,1,340,233.01,19.99,True,yearly,2026-07-05,UK,web,mobile,31,2025-07
s_000318,u_00318,Basic,2025-09-26,,1,282,97.66,9.99,False,monthly,2026-07-01,IT,mobile,mobile,42,2025-09
s_000319,u_00319,Basic,2024-10-19,2026-04-11,0,539,183.69,9.99,True,yearly,2026-03-30,FR,web,mobile,63,2024-10
s_000320,u_00320,Pro,2024-04-11,,1,815,555.32,19.99,True,monthly,2026-06-19,NL,referral,tablet,19,2024-04
s_000321,u_00321,Basic,2025-12-26,,1,191,61.01,9.99,True,yearly,2026-06-20,NL,mobile,desktop,60,2025-12
s_000322,u_00322,Premium,2024-07-17,,1,718,965.14,39.99,True,monthly,2026-07-03,UK,web,desktop,50,2024-07
s_000323,u_00323,Basic,2024-10-26,,1,617,203.1,9.99,True,monthly,2026-06-28,FR,referral,desktop,49,2024-10
s_000324,u_00324,Basic,2024-02-29,,1,857,275.33,9.99,True,monthly,2026-07-03,UK,web,desktop,53,2024-02
s_000325,u_00325,Basic,2024-04-15,,1,811,283.64,9.99,True,monthly,2026-06-28,ES,web,desktop,24,2024-04
s_000326,u_00326,Basic,2026-01-20,,1,166,52.47,9.99,True,monthly,2026-07-01,IT,mobile,desktop,56,2026-01
s_000327,u_00327,Basic,2024-09-01,,1,672,215.59,9.99,True,monthly,2026-06-18,DE,web,desktop,30,2024-09
s_000328,u_00328,Basic,2024-12-24,,1,558,192.74,9.99,True,monthly,2026-06-18,UK,mobile,mobile,44,2024-12
s_000329,u_00329,Pro,2026-01-12,,1,174,110.0,19.99,False,yearly,2026-06-16,IT,mobile,desktop,53,2026-01
s_000330,u_00330,Basic,2025-09-15,,1,293,90.35,9.99,False,yearly,2026-07-01,FR,partner,desktop,49,2025-09
s_000331,u_00331,Basic,2024-03-25,,1,832,262.55,9.99,True,monthly,2026-07-06,DE,partner,mobile,34,2024-03
s_000332,u_00332,Basic,2025-01-23,,1,528,178.61,9.99,True,yearly,2026-07-06,FR,web,mobile,38,2025-01
s_000333,u_00333,Basic,2025-07-20,2026-06-16,0,331,113.42,9.99,True,monthly,2026-05-25,IT,web,mobile,42,2025-07
s_000334,u_00334,Basic,2025-08-05,,1,334,102.31,9.99,True,monthly,2026-07-01,ES,mobile,mobile,20,2025-08
s_000335,u_00335,Pro,2024-06-11,,1,754,499.69,19.99,False,yearly,2026-06-15,FR,partner,mobile,55,2024-06
s_000336,u_00336,Pro,2025-08-31,,1,308,202.83,19.99,True,monthly,2026-06-23,UK,web,desktop,23,2025-08
s_000337,u_00337,Basic,2025-12-07,,1,210,70.29,9.99,True,monthly,2026-07-02,FR,web,desktop,41,2025-12
s_000338,u_00338,Pro,2025-01-12,,1,539,360.06,19.99,True,monthly,2026-06-29,DE,web,mobile,52,2025-01
s_000339,u_00339,Basic,2024-02-11,2026-04-25,0,804,279.49,9.99,True,monthly,2026-04-06,FR,web,desktop,22,2024-02
s_000340,u_00340,Basic,2025-11-11,2026-04-18,0,158,50.09,9.99,False,yearly,2026-04-14,NL,mobile,desktop,69,2025-11
s_000341,u_00341,Premium,2025-09-20,,1,288,364.04,39.99,True,monthly,2026-06-19,FR,web,desktop,37,2025-09
s_000342,u_00342,Basic,2025-04-12,,1,449,147.93,9.99,True,monthly,2026-06-29,NL,mobile,desktop,18,2025-04
s_000343,u_00343,Premium,2025-11-14,,1,233,300.82,39.99,True,monthly,2026-06-30,DE,referral,desktop,52,2025-11
s_000344,u_00344,Basic,2024-11-15,2026-06-13,0,575,185.93,9.99,False,monthly,2026-05-21,UK,referral,desktop,46,2024-11
s_000345,u_00345,Basic,2025-09-17,,1,291,88.52,9.99,True,monthly,2026-06-23,DE,web,mobile,51,2025-09
s_000346,u_00346,Basic,2026-01-03,,1,183,56.51,9.99,False,yearly,2026-06-16,DE,web,mobile,57,2026-01
s_000347,u_00347,Basic,2025-09-10,,1,298,103.58,9.99,False,monthly,2026-06-15,NL,mobile,desktop,42,2025-09
s_000348,u_00348,Premium,2024-04-01,2026-05-24,0,783,950.06,39.99,True,yearly,2026-05-04,FR,referral,mobile,60,2024-04
s_000349,u_00349,Basic,2024-03-21,,1,836,275.52,9.99,False,monthly,2026-07-06,UK,web,desktop,37,2024-03
s_000350,u_00350,Premium,2025-02-26,,1,494,668.54,39.99,True,yearly,2026-07-06,FR,referral,mobile,46,2025-02
s_000351,u_00351,Premium,2025-05-19,,1,412,496.46,39.99,True,monthly,2026-06-14,UK,web,tablet,26,2025-05
s_000352,u_00352,Pro,2024-06-27,,1,738,459.63,19.99,True,monthly,2026-07-03,FR,referral,desktop,50,2024-06
s_000353,u_00353,Basic,2025-11-17,,1,230,73.58,9.99,True,monthly,2026-06-18,UK,web,mobile,31,2025-11
s_000354,u_00354,Basic,2024-11-11,2026-05-09,0,544,176.81,9.99,True,monthly,2026-04-20,UK,web,tablet,54,2024-11
s_000355,u_00355,Basic,2024-10-23,,1,620,196.71,9.99,True,yearly,2026-06-20,UK,web,mobile,59,2024-10
s_000356,u_00356,Pro,2024-09-25,,1,648,431.3,19.99,True,monthly,2026-07-05,UK,web,tablet,62,2024-09
s_000357,u_00357,Basic,2025-10-28,,1,250,78.06,9.99,True,yearly,2026-06-28,DE,web,mobile,66,2025-10
s_000358,u_00358,Premium,2024-09-20,,1,653,787.94,39.99,True,monthly,2026-06-19,DE,web,desktop,24,2024-09
s_000359,u_00359,Pro,2024-12-17,,1,565,339.52,19.99,True,monthly,2026-06-13,UK,web,mobile,25,2024-12
s_000360,u_00360,Basic,2024-05-08,2026-06-13,0,766,242.79,9.99,True,monthly,2026-05-22,UK,mobile,mobile,66,2024-05
s_000361,u_00361,Pro,2025-12-02,,1,215,137.34,19.99,False,monthly,2026-06-13,NL,web,mobile,37,2025-12
s_000362,u_00362,Basic,2024-12-12,,1,570,198.18,9.99,False,monthly,2026-06-14,FR,mobile,desktop,19,2024-12
s_000363,u_00363,Premium,2024-06-06,2026-05-24,0,717,866.6,39.99,True,monthly,2026-05-16,FR,referral,mobile,32,2024-06
s_000364,u_00364,Basic,2025-09-07,,1,301,98.51,9.99,True,yearly,2026-06-24,FR,web,desktop,61,2025-09
s_000365,u_00365,Premium,2024-08-19,,1,685,902.25,39.99,True,monthly,2026-06-17,IT,web,mobile,36,2024-08
s_000366,u_00366,Pro,2026-01-19,,1,167,112.49,19.99,False,monthly,2026-06-26,UK,referral,desktop,21,2026-01
s_000367,u_00367,Premium,2024-09-06,,1,667,886.71,39.99,True,monthly,2026-06-16,DE,referral,mobile,55,2024-09
s_000368,u_00368,Basic,2024-12-04,,1,578,173.76,9.99,False,monthly,2026-06-19,IT,web,mobile,28,2024-12
s_000369,u_00369,Pro,2025-11-20,,1,227,151.13,19.99,True,monthly,2026-07-01,FR,referral,desktop,36,2025-11
s_000370,u_00370,Basic,2026-02-28,,1,127,40.42,9.99,True,monthly,2026-06-13,ES,web,desktop,18,2026-02
s_000371,u_00371,Pro,2024-08-14,,1,690,467.77,19.99,False,monthly,2026-06-15,DE,web,desktop,49,2024-08
s_000372,u_00372,Basic,2025-10-06,,1,272,84.39,9.99,True,monthly,2026-06-22,FR,mobile,tablet,41,2025-10
s_000373,u_00373,Basic,2025-03-14,,1,478,160.69,9.99,False,monthly,2026-07-02,UK,web,mobile,63,2025-03
s_000374,u_00374,Basic,2026-02-27,,1,128,42.69,9.99,True,monthly,2026-07-01,FR,mobile,desktop,35,2026-02
s_000375,u_00375,Basic,2024-02-29,,1,857,285.1,9.99,True,monthly,2026-06-16,FR,web,desktop,28,2024-02
s_000376,u_00376,Basic,2025-02-05,,1,515,159.18,9.99,True,monthly,2026-07-06,FR,mobile,desktop,26,2025-02
s_000377,u_00377,Pro,2024-03-24,,1,833,555.93,19.99,True,monthly,2026-06-24,NL,web,desktop,28,2024-03
s_000378,u_00378,Basic,2025-12-12,,1,205,69.32,9.99,True,monthly,2026-06-21,UK,web,tablet,41,2025-12
s_000379,u_00379,Pro,2025-11-03,,1,244,158.91,19.99,True,yearly,2026-07-01,UK,web,mobile,22,2025-11
s_000380,u_00380,Basic,2024-12-06,,1,576,182.74,9.99,True,monthly,2026-06-15,DE,web,desktop,38,2024-12
s_000381,u_00381,Pro,2024-12-21,,1,561,346.39,19.99,True,monthly,2026-06-23,UK,mobile,mobile,62,2024-12
s_000382,u_00382,Pro,2024-07-14,,1,721,453.91,19.99,True,monthly,2026-07-05,NL,web,desktop,57,2024-07
s_000383,u_00383,Basic,2024-04-01,,1,825,279.07,9.99,True,monthly,2026-06-28,DE,web,mobile,51,2024-04
s_000384,u_00384,Pro,2024-06-23,,1,742,475.98,19.99,True,monthly,2026-06-27,UK,web,desktop,64,2024-06
s_000385,u_00385,Premium,2025-12-28,,1,189,254.64,39.99,True,yearly,2026-07-01,UK,web,mobile,58,2025-12
s_000386,u_00386,Pro,2025-08-15,,1,324,218.94,19.99,False,yearly,2026-06-13,NL,referral,mobile,51,2025-08
s_000387,u_00387,Basic,2024-04-11,,1,815,272.03,9.99,True,monthly,2026-06-27,IT,web,desktop,62,2024-04
s_000388,u_00388,Basic,2025-01-29,,1,522,174.34,9.99,True,monthly,2026-06-24,NL,partner,mobile,24,2025-01
s_000389,u_00389,Pro,2024-05-17,2026-05-20,0,733,484.33,19.99,False,monthly,2026-05-15,FR,web,tablet,60,2024-05
s_000390,u_00390,Basic,2025-01-16,,1,535,174.52,9.99,True,monthly,2026-06-22,ES,mobile,desktop,33,2025-01
s_000391,u_00391,Pro,2025-11-27,,1,220,136.9,19.99,True,monthly,2026-06-28,IT,web,desktop,56,2025-11
s_000392,u_00392,Basic,2025-04-06,,1,455,155.86,9.99,True,monthly,2026-07-06,FR,web,mobile,65,2025-04
s_000393,u_00393,Pro,2024-06-23,,1,742,517.19,19.99,True,monthly,2026-06-26,UK,referral,desktop,43,2024-06
s_000394,u_00394,Basic,2024-11-08,,1,604,195.42,9.99,True,monthly,2026-06-22,IT,partner,desktop,22,2024-11
s_000395,u_00395,Basic,2026-01-06,,1,180,62.68,9.99,False,monthly,2026-07-04,FR,referral,desktop,37,2026-01
s_000396,u_00396,Premium,2025-10-26,,1,252,354.01,39.99,False,monthly,2026-06-17,UK,web,mobile,39,2025-10
s_000397,u_00397,Premium,2024-05-16,,1,780,1012.89,39.99,True,monthly,2026-06-20,ES,web,desktop,66,2024-05
s_000398,u_00398,Premium,2024-02-10,,1,876,1179.16,39.99,True,monthly,2026-06-29,FR,mobile,desktop,67,2024-02
s_000399,u_00399,Premium,2024-08-21,,1,683,908.64,39.99,False,monthly,2026-06-22,UK,web,mobile,47,2024-08
s_000400,u_00400,Basic,2026-02-03,,1,152,47.67,9.99,True,monthly,2026-06-29,UK,mobile,desktop,67,2026-02
s_000401,u_00401,Basic,2024-12-02,,1,580,175.49,9.99,True,monthly,2026-06-20,FR,mobile,mobile,40,2024-12
s_000402,u_00402,Basic,2024-06-20,,1,745,240.47,9.99,True,monthly,2026-07-03,NL,mobile,desktop,39,2024-06
s_000403,u_00403,Basic,2024-11-06,,1,606,205.79,9.99,True,monthly,2026-06-21,DE,referral,tablet,61,2024-11
s_000404,u_00404,Basic,2024-12-24,2026-04-06,0,468,147.86,9.99,True,monthly,2026-04-06,FR,mobile,mobile,52,2024-12
s_000405,u_00405,Premium,2025-04-07,,1,454,617.23,39.99,True,monthly,2026-06-30,NL,web,desktop,45,2025-04
s_000406,u_00406,Basic,2025-10-01,,1,277,92.41,9.99,True,monthly,2026-07-02,ES,web,mobile,41,2025-10
s_000407,u_00407,Basic,2025-09-06,,1,302,101.34,9.99,True,yearly,2026-06-24,FR,mobile,desktop,54,2025-09
s_000408,u_00408,Basic,2024-08-21,,1,683,214.76,9.99,False,monthly,2026-07-02,ES,web,desktop,57,2024-08
s_000409,u_00409,Basic,2026-02-20,,1,135,43.95,9.99,True,yearly,2026-06-30,FR,web,desktop,43,2026-02
s_000410,u_00410,Basic,2026-02-10,,1,145,45.08,9.99,True,monthly,2026-07-04,NL,web,mobile,19,2026-02
s_000411,u_00411,Pro,2025-06-05,2026-06-20,0,380,237.25,19.99,True,monthly,2026-06-02,IT,mobile,desktop,23,2025-06
s_000412,u_00412,Basic,2024-07-23,,1,712,216.89,9.99,True,monthly,2026-07-01,IT,referral,desktop,25,2024-07
s_000413,u_00413,Pro,2024-10-28,,1,615,377.22,19.99,False,monthly,2026-07-03,FR,mobile,desktop,42,2024-10
s_000414,u_00414,Premium,2024-12-24,,1,558,694.16,39.99,False,monthly,2026-06-15,ES,web,desktop,49,2024-12
s_000415,u_00415,Pro,2025-02-03,,1,517,340.69,19.99,True,monthly,2026-06-20,FR,web,desktop,59,2025-02
s_000416,u_00416,Pro,2026-01-14,,1,172,111.38,19.99,True,monthly,2026-06-14,FR,web,desktop,30,2026-01
s_000417,u_00417,Basic,2025-07-20,,1,350,109.87,9.99,True,monthly,2026-07-02,FR,web,desktop,58,2025-07
s_000418,u_00418,Basic,2026-02-08,,1,147,50.72,9.99,True,monthly,2026-06-28,DE,mobile,desktop,52,2026-02
s_000419,u_00419,Basic,2024-08-09,,1,695,226.85,9.99,True,monthly,2026-07-04,FR,mobile,mobile,20,2024-08
s_000420,u_00420,Premium,2024-08-17,2026-05-10,0,631,873.48,39.99,True,monthly,2026-05-06,NL,web,desktop,36,2024-08
s_000421,u_00421,Pro,2025-09-23,,1,285,189.67,19.99,True,monthly,2026-07-06,IT,web,mobile,33,2025-09
s_000422,u_00422,Basic,2025-08-19,,1,320,96.46,9.99,True,monthly,2026-06-24,FR,web,desktop,64,2025-08
s_000423,u_00423,Basic,2025-08-09,,1,330,114.3,9.99,True,monthly,2026-06-12,FR,referral,desktop,65,2025-08
s_000424,u_00424,Pro,2024-04-26,,1,800,549.01,19.99,True,monthly,2026-06-20,FR,mobile,desktop,60,2024-04
s_000425,u_00425,Pro,2025-03-22,,1,470,312.37,19.99,True,monthly,2026-06-18,UK,web,desktop,45,2025-03
s_000426,u_00426,Pro,2024-07-31,,1,704,460.47,19.99,True,monthly,2026-06-16,DE,referral,desktop,43,2024-07
s_000427,u_00427,Premium,2025-04-12,,1,449,580.62,39.99,True,monthly,2026-06-12,FR,web,mobile,34,2025-04
s_000428,u_00428,Pro,2024-09-28,2026-04-13,0,562,364.12,19.99,True,monthly,2026-04-07,ES,web,desktop,58,2024-09
s_000429,u_00429,Pro,2025-02-11,,1,509,345.06,19.99,True,monthly,2026-06-21,FR,referral,desktop,22,2025-02
