subscription_id,user_id,plan_name,start_date,end_date,status,monthly_price,auto_renew,billing_cycle,last_payment_date,total_revenue
s_000301,u_00301,Basic,2024-03-16,,active,9.99,True,monthly,2026-06-25,276.63
s_000302,u_00302,Pro,2025-12-17,,active,19.99,True,monthly,2026-07-05,140.3
s_000303,u_00303,Basic,2026-01-23,,active,9.99,True,yearly,2026-07-02,49.93
s_000304,u_00304,Pro,2024-07-21,,active,19.99,True,monthly,2026-06-17,467.94
s_000305,u_00305,Pro,2025-11-24,,active,19.99,False,monthly,2026-06-28,147.6
s_000306,u_00306,Pro,2025-12-15,,active,19.99,True,monthly,2026-07-04,127.98
s_000307,u_00307,Basic,2025-04-07,,active,9.99,True,monthly,2026-06-29,137.43
s_000308,u_00308,Pro,2024-04-04,,active,19.99,True,monthly,2026-06-28,497.84
s_000309,u_00309,Pro,2024-07-20,,active,19.99,True,yearly,2026-06-19,461.85
s_000310,u_00310,Basic,2025-02-28,2026-04-10,cancelled,9.99,False,monthly,2026-04-10,135.72
s_000311,u_00311,Premium,2025-11-08,,active,39.99,True,monthly,2026-06-18,321.53
s_000312,u_00312,Pro,2025-07-22,,active,19.99,True,monthly,2026-07-03,215.61
s_000313,u_00313,Premium,2024-10-05,2026-05-09,cancelled,39.99,False,monthly,2026-04-22,796.7
s_000314,u_00314,Premium,2025-12-19,,active,39.99,False,yearly,2026-06-24,253.75
s_000315,u_00315,Premium,2025-02-14,,active,39.99,True,monthly,2026-07-03,706.01
s_000316,u_00316,Pro,2025-12-07,,active,19.99,False,monthly,2026-06-18,129.03
s_000317,u_00317,Pro,2025-07-30,,active,19.99,True,yearly,2026-07-05,233.01
s_000318,u_00318,Basic,2025-09-26,,active,9.99,False,monthly,2026-07-01,97.66
s_000319,u_00319,Basic,2024-10-19,2026-04-11,cancelled,9.99,True,yearly,2026-03-30,183.69
s_000320,u_00320,Pro,2024-04-11,,active,19.99,True,monthly,2026-06-19,555.32
s_000321,u_00321,Basic,2025-12-26,,active,9.99,True,yearly,2026-06-20,61.01
s_000322,u_00322,Premium,2024-07-17,,active,39.99,True,monthly,2026-07-03,965.14
s_000323,u_00323,Basic,2024-10-26,,active,9.99,True,monthly,2026-06-28,203.1
s_000324,u_00324,Basic,2024-02-29,,active,9.99,True,monthly,2026-07-03,275.33
s_000325,u_00325,Basic,2024-04-15,,active,9.99,True,monthly,2026-06-28,283.64
s_000326,u_00326,Basic,2026-01-20,,active,9.99,True,monthly,2026-07-01,52.47
s_000327,u_00327,Basic,2024-09-01,,active,9.99,True,monthly,2026-06-18,215.59
s_000328,u_00328,Basic,2024-12-24,,active,9.99,True,monthly,2026-06-18,192.74
s_000329,u_00329,Pro,2026-01-12,,active,19.99,False,yearly,2026-06-16,110.0
s_000330,u_00330,Basic,2025-09-15,,active,9.99,False,yearly,2026-07-01,90.35
s_000331,u_00331,Basic,2024-03-25,,active,9.99,True,monthly,2026-07-06,262.55
s_000332,u_00332,Basic,2025-01-23,,active,9.99,True,yearly,2026-07-06,178.61
s_000333,u_00333,Basic,2025-07-20,2026-06-16,cancelled,9.99,True,monthly,2026-05-25,113.42
s_000334,u_00334,Basic,2025-08-05,,active,9.99,True,monthly,2026-07-01,102.31
s_000335,u_00335,Pro,2024-06-11,,active,19.99,False,yearly,2026-06-15,499.69
s_000336,u_00336,Pro,2025-08-31,,active,19.99,True,monthly,2026-06-23,202.83
s_000337,u_00337,Basic,2025-12-07,,active,9.99,True,monthly,2026-07-02,70.29
s_000338,u_00338,Pro,2025-01-12,,active,19.99,True,monthly,2026-06-29,360.06
s_000339,u_00339,Basic,2024-02-11,2026-04-25,cancelled,9.99,True,monthly,2026-04-06,279.49
s_000340,u_00340,Basic,2025-11-11,2026-04-18,cancelled,9.99,False,yearly,2026-04-14,50.09
s_000341,u_00341,Premium,2025-09-20,,active,39.99,True,monthly,2026-06-19,364.04
s_000342,u_00342,Basic,2025-04-12,,active,9.99,True,monthly,2026-06-29,147.93
s_000343,u_00343,Premium,2025-11-14,,active,39.99,True,monthly,2026-06-30,300.82
s_000344,u_00344,Basic,2024-11-15,2026-06-13,cancelled,9.99,False,monthly,2026-05-21,185.93
s_000345,u_00345,Basic,2025-09-17,,active,9.99,True,monthly,2026-06-23,88.52
s_000346,u_00346,Basic,2026-01-03,,active,9.99,False,yearly,2026-06-16,56.51
s_000347,u_00347,Basic,2025-09-10,,active,9.99,False,monthly,2026-06-15,103.58
s_000348,u_00348,Premium,2024-04-01,2026-05-24,cancelled,39.99,True,yearly,2026-05-04,950.06
s_000349,u_00349,Basic,2024-03-21,,active,9.99,False,monthly,2026-07-06,275.52
s_000350,u_00350,Premium,2025-02-26,,active,39.99,True,yearly,2026-07-06,668.54
s_000351,u_00351,Premium,2025-05-19,,active,39.99,True,monthly,2026-06-14,496.46
s_000352,u_00352,Pro,2024-06-27,,active,19.99,True,monthly,2026-07-03,459.63
s_000353,u_00353,Basic,2025-11-17,,active,9.99,True,monthly,2026-06-18,73.58
s_000354,u_00354,Basic,2024-11-11,2026-05-09,cancelled,9.99,True,monthly,2026-04-20,176.81
s_000355,u_00355,Basic,2024-10-23,,active,9.99,True,yearly,2026-06-20,196.71
s_000356,u_00356,Pro,2024-09-25,,active,19.99,True,monthly,2026-07-05,431.3
s_000357,u_00357,Basic,2025-10-28,,active,9.99,True,yearly,2026-06-28,78.06
s_000358,u_00358,Premium,2024-09-20,,active,39.99,True,monthly,2026-06-19,787.94
s_000359,u_00359,Pro,2024-12-17,,active,19.99,True,monthly,2026-06-13,339.52
s_000360,u_00360,Basic,2024-05-08,2026-06-13,cancelled,9.99,True,monthly,2026-05-22,242.79
s_000361,u_00361,Pro,2025-12-02,,active,19.99,False,monthly,2026-06-13,137.34
s_000362,u_00362,Basic,2024-12-12,,active,9.99,False,monthly,2026-06-14,198.18
s_000363,u_00363,Premium,2024-06-06,2026-05-24,cancelled,39.99,True,monthly,2026-05-16,866.6
s_000364,u_00364,Basic,2025-09-07,,active,9.99,True,yearly,2026-06-24,98.51
s_000365,u_00365,Premium,2024-08-19,,active,39.99,True,monthly,2026-06-17,902.25
s_000366,u_00366,Pro,2026-01-19,,active,19.99,False,monthly,2026-06-26,112.49
s_000367,u_00367,Premium,2024-09-06,,active,39.99,True,monthly,2026-06-16,886.71
s_000368,u_00368,Basic,2024-12-04,,active,9.99,False,monthly,2026-06-19,173.76
s_000369,u_00369,Pro,2025-11-20,,active,19.99,True,monthly,2026-07-01,151.13
s_000370,u_00370,Basic,2026-02-28,,active,9.99,True,monthly,2026-06-13,40.42
s_000371,u_00371,Pro,2024-08-14,,active,19.99,False,monthly,2026-06-15,467.77
s_000372,u_00372,Basic,2025-10-06,,active,9.99,True,monthly,2026-06-22,84.39
s_000373,u_00373,Basic,2025-03-14,,active,9.99,False,monthly,2026-07-02,160.69
s_000374,u_00374,Basic,2026-02-27,,active,9.99,True,monthly,2026-07-01,42.69
s_000375,u_00375,Basic,2024-02-29,,active,9.99,True,monthly,2026-06-16,285.1
s_000376,u_00376,Basic,2025-02-05,,active,9.99,True,monthly,2026-07-06,159.18
s_000377,u_00377,Pro,2024-03-24,,active,19.99,True,monthly,2026-06-24,555.93
s_000378,u_00378,Basic,2025-12-12,,active,9.99,True,monthly,2026-06-21,69.32
s_000379,u_00379,Pro,2025-11-03,,active,19.99,True,yearly,2026-07-01,158.91
s_000380,u_00380,Basic,2024-12-06,,active,9.99,True,monthly,2026-06-15,182.74
s_000381,u_00381,Pro,2024-12-21,,active,19.99,True,monthly,2026-06-23,346.39
s_000382,u_00382,Pro,2024-07-14,,active,19.99,True,monthly,2026-07-05,453.91
s_000383,u_00383,Basic,2024-04-01,,active,9.99,True,monthly,2026-06-28,279.07
s_000384,u_00384,Pro,2024-06-23,,active,19.99,True,monthly,2026-06-27,475.98
s_000385,u_00385,Premium,2025-12-28,,active,39.99,True,yearly,2026-07-01,254.64
s_000386,u_00386,Pro,2025-08-15,,active,19.99,False,yearly,2026-06-13,218.94
s_000387,u_00387,Basic,2024-04-11,,active,9.99,True,monthly,2026-06-27,272.03
s_000388,u_00388,Basic,2025-01-29,,active,9.99,True,monthly,2026-06-24,174.34
s_000389,u_00389,Pro,2024-05-17,2026-05-20,cancelled,19.99,False,monthly,2026-05-15,484.33
s_000390,u_00390,Basic,2025-01-16,,active,9.99,True,monthly,2026-06-22,174.52
s_000391,u_00391,Pro,2025-11-27,,active,19.99,True,monthly,2026-06-28,136.9
s_000392,u_00392,Basic,2025-04-06,,active,9.99,True,monthly,2026-07-06,155.86
s_000393,u_00393,Pro,2024-06-23,,active,19.99,True,monthly,2026-06-26,517.19
s_000394,u_00394,Basic,2024-11-08,,active,9.99,True,monthly,2026-06-22,195.42
s_000395,u_00395,Basic,2026-01-06,,active,9.99,False,monthly,2026-07-04,62.68
s_000396,u_00396,Premium,2025-10-26,,active,39.99,False,monthly,2026-06-17,354.01
s_000397,u_00397,Premium,2024-05-16,,active,39.99,True,monthly,2026-06-20,1012.89
s_000398,u_00398,Premium,2024-02-10,,active,39.99,True,monthly,2026-06-29,1179.16
s_000399,u_00399,Premium,2024-08-21,,active,39.99,False,monthly,2026-06-22,908.64
s_000400,u_00400,Basic,2026-02-03,,active,9.99,True,monthly,2026-06-29,47.67
s_000401,u_00401,Basic,2024-12-02,,active,9.99,True,monthly,2026-06-20,175.49
s_000402,u_00402,Basic,2024-06-20,,active,9.99,True,monthly,2026-07-03,240.47
s_000403,u_00403,Basic,2024-11-06,,active,9.99,True,monthly,2026-06-21,205.79
s_000404,u_00404,Basic,2024-12-24,2026-04-06,cancelled,9.99,True,monthly,2026-04-06,147.86
s_000405,u_00405,Premium,2025-04-07,,active,39.99,True,monthly,2026-06-30,617.23
s_000406,u_00406,Basic,2025-10-01,,active,9.99,True,monthly,2026-07-02,92.41
s_000407,u_00407,Basic,2025-09-06,,active,9.99,True,yearly,2026-06-24,101.34
s_000408,u_00408,Basic,2024-08-21,,active,9.99,False,monthly,2026-07-02,214.76
s_000409,u_00409,Basic,2026-02-20,,active,9.99,True,yearly,2026-06-30,43.95
s_000410,u_00410,Basic,2026-02-10,,active,9.99,True,monthly,2026-07-04,45.08
s_000411,u_00411,Pro,2025-06-05,2026-06-20,cancelled,19.99,True,monthly,2026-06-02,237.25
s_000412,u_00412,Basic,2024-07-23,,active,9.99,True,monthly,2026-07-01,216.89
s_000413,u_00413,Pro,2024-10-28,,active,19.99,False,monthly,2026-07-03,377.22
s_000414,u_00414,Premium,2024-12-24,,active,39.99,False,monthly,2026-06-15,694.16
s_000415,u_00415,Pro,2025-02-03,,active,19.99,True,monthly,2026-06-20,340.69
s_000416,u_00416,Pro,2026-01-14,,active,19.99,True,monthly,2026-06-14,111.38
s_000417,u_00417,Basic,2025-07-20,,active,9.99,True,monthly,2026-07-02,109.87
s_000418,u_00418,Basic,2026-02-08,,active,9.99,True,monthly,2026-06-28,50.72
s_000419,u_00419,Basic,2024-08-09,,active,9.99,True,monthly,2026-07-04,226.85
s_000420,u_00420,Premium,2024-08-17,2026-05-10,cancelled,39.99,True,monthly,2026-05-06,873.48
s_000421,u_00421,Pro,2025-09-23,,active,19.99,True,monthly,2026-07-06,189.67
s_000422,u_00422,Basic,2025-08-19,,active,9.99,True,monthly,2026-06-24,96.46
s_000423,u_00423,Basic,2025-08-09,,active,9.99,True,monthly,2026-06-12,114.3
s_000424,u_00424,Pro,2024-04-26,,active,19.99,True,monthly,2026-06-20,549.01
s_000425,u_00425,Pro,2025-03-22,,active,19.99,True,monthly,2026-06-18,312.37
s_000426,u_00426,Pro,2024-07-31,,active,19.99,True,monthly,2026-06-16,460.47
s_000427,u_00427,Premium,2025-04-12,,active,39.99,True,monthly,2026-06-12,580.62
s_000428,u_00428,Pro,2024-09-28,2026-04-13,cancelled,19.99,True,monthly,2026-04-07,364.12
s_000429,u_00429,Pro,2025-02-11,,active,19.99,True,monthly,2026-06-21,345.06
s_000430,u_00430,Basic,2025-09-03,,active,9.99,True,monthly,2026-06-16,99.55
s_000431,u_00431,Basic,2024-05-01,,active,9.99,False,monthly,2026-06-17,245.56
s_000432,u_00432,Premium,2024-09-19,,active,39.99,False,yearly,2026-06-18,793.42
s_000433,u_00433,Pro,2024-08-05,,active,19.99,True,yearly,2026-06-29,428.62
s_000434,u_00434,Basic,2024-03-15,,active,9.99,True,monthly,2026-06-27,263.23
s_000435,u_00435,Pro,2025-09-22,,active,19.99,False,monthly,2026-07-05,182.66
s_000436,u_00436,Basic,2026-01-29,,active,9.99,True,monthly,2026-06-29,54.4
s_000437,u_00437,Pro,2025-01-01,,active,19.99,True,yearly,2026-07-03,343.6
s_000438,u_00438,Basic,2025-07-27,,active,9.99,True,monthly,2026-06-13,108.59
s_000439,u_00439,Pro,2025-05-05,,active,19.99,True,monthly,2026-07-04,265.59
s_000440,u_00440,Basic,2025-10-06,,active,9.99,True,monthly,2026-06-27,89.26
s_000441,u_00441,Basic,2025-06-02,,active,9.99,True,monthly,2026-06-14,131.88
s_000442,u_00442,Basic,2025-06-10,,active,9.99,True,monthly,2026-06-13,127.58
s_000443,u_00443,Pro,2025-07-03,,active,19.99,True,yearly,2026-06-27,255.7
s_000444,u_00444,Basic,2024-08-30,,active,9.99,True,yearly,2026-06-25,235.86
s_000445,u_00445,Basic,2024-12-19,2026-05-19,cancelled,9.99,True,monthly,2026-04-29,176.23
s_000446,u_00446,Pro,2025-03-25,,active,19.99,True,monthly,2026-06-17,318.33
s_000447,u_00447,Basic,2026-01-19,,active,9.99,True,monthly,2026-06-23,53.42
s_000448,u_00448,Basic,2025-01-12,,active,9.99,True,monthly,2026-06-27,177.48
s_000449,u_00449,Basic,2025-11-27,,active,9.99,True,monthly,2026-06-27,70.11
s_000450,u_00450,Premium,2025-07-31,,active,39.99,False,monthly,2026-06-20,461.22
s_000451,u_00451,Basic,2025-05-07,,active,9.99,True,yearly,2026-06-16,131.02
s_000452,u_00452,Basic,2026-01-01,,active,9.99,True,yearly,2026-07-05,57.76
s_000453,u_00453,Basic,2025-06-13,,active,9.99,True,monthly,2026-06-17,117.03
s_000454,u_00454,Basic,2025-09-20,,active,9.99,False,monthly,2026-06-24,95.4
s_000455,u_00455,Basic,2024-05-29,,active,9.99,False,monthly,2026-07-03,256.58
s_000456,u_00456,Basic,2024-05-28,,active,9.99,False,monthly,2026-07-04,230.6
s_000457,u_00457,Basic,2026-01-25,,active,9.99,True,monthly,2026-06-28,52.68
s_000458,u_00458,Basic,2024-12-09,,active,9.99,True,monthly,2026-06-30,182.83
s_000459,u_00459,Premium,2024-11-10,,active,39.99,True,monthly,2026-07-04,818.96
s_000460,u_00460,Basic,2025-06-12,,active,9.99,True,yearly,2026-06-29,117.34
s_000461,u_00461,Basic,2025-04-11,,active,9.99,True,monthly,2026-06-16,136.26
s_000462,u_00462,Premium,2024-07-13,,active,39.99,True,monthly,2026-06-19,957.04
s_000463,u_00463,Premium,2025-06-17,,active,39.99,True,monthly,2026-07-01,506.11
s_000464,u_00464,Pro,2026-02-19,,active,19.99,False,yearly,2026-06-20,93.54
s_000465,u_00465,Basic,2025-06-22,,active,9.99,True,monthly,2026-06-25,124.8
s_000466,u_00466,Basic,2025-09-25,,active,9.99,True,monthly,2026-06-18,98.58
s_000467,u_00467,Basic,2025-06-04,2026-04-24,cancelled,9.99,True,monthly,2026-04-23,102.19
s_000468,u_00468,Basic,2025-10-12,,active,9.99,False,monthly,2026-06-29,85.33
s_000469,u_00469,Basic,2025-12-09,,active,9.99,False,yearly,2026-06-12,72.84
s_000470,u_00470,Pro,2024-02-16,,active,19.99,True,monthly,2026-06-23,531.7
s_000471,u_00471,Basic,2026-01-07,,active,9.99,False,yearly,2026-07-05,61.1
s_000472,u_00472,Pro,2024-10-01,,active,19.99,False,monthly,2026-06-12,386.35
s_000473,u_00473,Basic,2024-09-20,,active,9.99,False,monthly,2026-06-16,211.9
s_000474,u_00474,Basic,2024-11-27,,active,9.99,False,monthly,2026-06-23,180.11
s_000475,u_00475,Pro,2024-04-13,,active,19.99,True,monthly,2026-06-18,536.88
s_000476,u_00476,Premium,2025-11-06,,active,39.99,False,monthly,2026-07-02,328.95
s_000477,u_00477,Basic,2025-08-21,,active,9.99,True,monthly,2026-06-22,96.13
s_000478,u_00478,Pro,2025-11-22,,active,19.99,False,monthly,2026-06-14,139.23
s_000479,u_00479,Basic,2025-01-14,,active,9.99,True,yearly,2026-06-26,170.45
s_000480,u_00480,Basic,2024-11-25,,active,9.99,False,yearly,2026-07-06,183.74
s_000481,u_00481,Pro,2024-04-27,,active,19.99,False,monthly,2026-06-18,510.4
s_000482,u_00482,Basic,2025-06-06,,active,9.99,True,monthly,2026-06-18,137.16
s_000483,u_00483,Basic,2025-09-28,,active,9.99,False,monthly,2026-06-18,85.64
s_000484,u_00484,Basic,2024-04-08,,active,9.99,True,monthly,2026-06-20,262.77
s_000485,u_00485,Basic,2024-10-14,2026-04-14,cancelled,9.99,True,yearly,2026-04-12,176.42
s_000486,u_00486,Basic,2024-08-04,,active,9.99,True,monthly,2026-06-17,219.91
s_000487,u_00487,Basic,2025-04-12,2026-06-17,cancelled,9.99,False,monthly,2026-06-16,135.17
s_000488,u_00488,Premium,2025-04-22,,active,39.99,True,monthly,2026-06-22,590.75
s_000489,u_00489,Pro,2025-06-12,,active,19.99,True,monthly,2026-06-24,257.31
s_000490,u_00490,Basic,2024-08-24,,active,9.99,True,monthly,2026-06-28,231.74
s_000491,u_00491,Basic,2025-10-30,,active,9.99,True,monthly,2026-06-20,79.66
s_000492,u_00492,Pro,2024-02-20,,active,19.99,True,yearly,2026-06-14,572.52
s_000493,u_00493,Basic,2025-11-26,,active,9.99,False,yearly,2026-06-16,76.44
s_000494,u_00494,Basic,2025-04-07,,active,9.99,True,monthly,2026-07-03,155.71
s_000495,u_00495,Pro,2025-08-07,,active,19.99,False,monthly,2026-06-25,230.32
s_000496,u_00496,Basic,2024-11-21,,active,9.99,True,monthly,2026-06-13,185.38
s_000497,u_00497,Basic,2024-10-08,,active,9.99,False,monthly,2026-07-01,221.91
s_000498,u_00498,Basic,2024-04-02,,active,9.99,True,monthly,2026-06-15,280.89
s_000499,u_00499,Basic,2024-07-19,2026-05-16,cancelled,9.99,True,yearly,2026-05-03,226.04
s_000500,u_00500,Basic,2025-09-29,2026-04-24,cancelled,9.99,True,monthly,2026-04-02,68.94
s_000501,u_00501,Premium,2025-10-22,,active,39.99,True,monthly,2026-06-23,358.85
s_000502,u_00502,Basic,2024-04-24,,active,9.99,True,monthly,2026-06-22,258.37
s_000503,u_00503,Pro,2025-03-20,,active,19.99,False,monthly,2026-06-25,318.72
s_000504,u_00504,Pro,2026-01-31,,active,19.99,True,monthly,2026-07-04,104.45
s_000505,u_00505,Basic,2024-06-22,,active,9.99,True,monthly,2026-06-17,250.18
s_000506,u_00506,Basic,2024-11-17,,active,9.99,True,monthly,2026-06-28,200.99
s_000507,u_00507,Basic,2025-12-10,,active,9.99,False,monthly,2026-06-30,64.32
s_000508,u_00508,Pro,2024-07-18,,active,19.99,True,monthly,2026-06-17,455.63
s_000509,u_00509,Basic,2024-12-09,,active,9.99,True,monthly,2026-07-02,183.27
s_000510,u_00510,Pro,2024-12-12,,active,19.99,True,monthly,2026-06-19,385.12
s_000511,u_00511,Premium,2024-05-16,,active,39.99,True,monthly,2026-06-25,1048.82
s_000512,u_00512,Pro,2025-03-16,,active,19.99,True,monthly,2026-06-17,325.79
s_000513,u_00513,Premium,2025-04-01,,active,39.99,True,yearly,2026-07-05,625.74
s_000514,u_00514,Pro,2024-11-25,,active,19.99,True,monthly,2026-06-17,387.65
s_000515,u_00515,Premium,2025-11-02,,active,39.99,True,monthly,2026-07-01,302.01
s_000516,u_00516,Pro,2025-12-09,,active,19.99,True,monthly,2026-06-15,138.61
s_000517,u_00517,Pro,2024-06-05,,active,19.99,True,monthly,2026-06-28,523.84
s_000518,u_00518,Pro,2025-10-27,,active,19.99,False,monthly,2026-07-06,167.32
s_000519,u_00519,Premium,2025-03-06,,active,39.99,True,monthly,2026-06-24,671.47
s_000520,u_00520,Basic,2025-09-06,,active,9.99,True,monthly,2026-07-05,105.93
s_000521,u_00521,Pro,2025-10-14,,active,19.99,True,monthly,2026-06-30,168.43
s_000522,u_00522,Basic,2024-12-11,,active,9.99,True,monthly,2026-06-19,192.09
s_000523,u_00523,Premium,2024-07-06,,active,39.99,False,monthly,2026-06-22,954.6
s_000524,u_00524,Basic,2025-04-18,2026-06-04,cancelled,9.99,True,yearly,2026-05-14,132.84
s_000525,u_00525,Pro,2025-12-17,,active,19.99,True,monthly,2026-06-25,125.36
s_000526,u_00526,Pro,2025-09-24,,active,19.99,True,monthly,2026-06-23,177.92
s_000527,u_00527,Premium,2025-11-27,,active,39.99,True,monthly,2026-07-05,273.31
s_000528,u_00528,Basic,2024-05-01,,active,9.99,False,monthly,2026-06-29,263.67
s_000529,u_00529,Pro,2025-08-02,,active,19.99,True,monthly,2026-06-18,207.5
s_000530,u_00530,Pro,2025-06-21,,active,19.99,True,monthly,2026-07-05,244.27
s_000531,u_00531,Premium,2026-02-17,,active,39.99,False,monthly,2026-06-28,181.3
s_000532,u_00532,Premium,2025-04-14,,active,39.99,False,monthly,2026-07-03,576.72
s_000533,u_00533,Pro,2024-03-28,,active,19.99,True,monthly,2026-06-15,568.67
s_000534,u_00534,Pro,2025-05-25,,active,19.99,True,monthly,2026-06-22,262.11
s_000535,u_00535,Basic,2024-11-15,,active,9.99,True,monthly,2026-06-20,181.69
s_000536,u_00536,Premium,2025-11-16,2026-06-02,cancelled,39.99,False,monthly,2026-05-28,276.82
s_000537,u_00537,Basic,2025-12-17,,active,9.99,True,monthly,2026-07-05,68.72
s_000538,u_00538,Pro,2024-08-29,,active,19.99,True,yearly,2026-06-27,449.99
s_000539,u_00539,Pro,2026-02-17,,active,19.99,False,monthly,2026-07-02,93.87
s_000540,u_00540,Basic,2025-04-13,,active,9.99,True,monthly,2026-06-28,137.44
s_000541,u_00541,Basic,2025-08-03,,active,9.99,True,monthly,2026-06-29,113.89
s_000542,u_00542,Basic,2025-11-28,,active,9.99,True,monthly,2026-06-17,68.22
s_000543,u_00543,Premium,2025-02-20,,active,39.99,False,yearly,2026-06-29,650.03
s_000544,u_00544,Basic,2024-02-24,,active,9.99,True,monthly,2026-07-03,266.31
s_000545,u_00545,Basic,2026-02-19,2026-06-27,cancelled,9.99,True,monthly,2026-06-26,43.18
s_000546,u_00546,Pro,2024-06-23,,active,19.99,True,monthly,2026-07-01,463.84
s_000547,u_00547,Basic,2025-01-26,2026-05-03,cancelled,9.99,False,yearly,2026-05-02,144.3
s_000548,u_00548,Premium,2024-09-05,,active,39.99,False,monthly,2026-06-14,817.21
s_000549,u_00549,Basic,2026-01-24,,active,9.99,True,monthly,2026-06-28,54.72
s_000550,u_00550,Basic,2024-05-13,2026-06-11,cancelled,9.99,True,monthly,2026-06-08,238.69
s_000551,u_00551,Basic,2025-11-26,,active,9.99,False,monthly,2026-06-23,72.28
s_000552,u_00552,Basic,2024-04-19,2026-04-13,cancelled,9.99,False,monthly,2026-04-08,229.0
s_000553,u_00553,Basic,2024-11-10,,active,9.99,True,monthly,2026-06-26,204.05
s_000554,u_00554,Pro,2025-07-09,2026-06-18,cancelled,19.99,True,monthly,2026-06-11,214.08
s_000555,u_00555,Basic,2025-11-06,2026-06-08,cancelled,9.99,False,monthly,2026-06-06,74.19
s_000556,u_00556,Basic,2024-12-15,,active,9.99,False,monthly,2026-06-30,179.35
s_000557,u_00557,Basic,2026-02-07,,active,9.99,True,monthly,2026-06-21,45.43
s_000558,u_00558,Basic,2024-12-06,,active,9.99,True,monthly,2026-06-25,179.85
s_000559,u_00559,Premium,2024-07-30,,active,39.99,True,monthly,2026-06-24,857.43
s_000560,u_00560,Basic,2025-09-13,,active,9.99,False,monthly,2026-06-20,95.64
s_000561,u_00561,Premium,2025-10-12,,active,39.99,True,yearly,2026-07-05,333.68
s_000562,u_00562,Basic,2025-10-20,,active,9.99,True,monthly,2026-06-19,89.09
s_000563,u_00563,Basic,2025-10-07,2026-06-18,cancelled,9.99,True,monthly,2026-05-30,82.68
s_000564,u_00564,Basic,2026-01-18,,active,9.99,False,yearly,2026-06-29,52.62
s_000565,u_00565,Basic,2025-10-02,,active,9.99,False,monthly,2026-06-28,89.26
s_000566,u_00566,Pro,2024-10-25,,active,19.99,False,monthly,2026-06-12,383.34
s_000567,u_00567,Basic,2025-08-07,,active,9.99,True,monthly,2026-06-17,102.77
s_000568,u_00568,Basic,2024-07-16,,active,9.99,False,monthly,2026-06-13,226.6
s_000569,u_00569,Pro,2024-06-29,,active,19.99,False,monthly,2026-06-14,449.96
s_000570,u_00570,Pro,2024-08-07,,active,19.99,True,monthly,2026-06-26,431.75
s_000571,u_00571,Premium,2025-02-04,,active,39.99,True,monthly,2026-07-03,717.21
s_000572,u_00572,Premium,2025-08-13,,active,39.99,False,yearly,2026-07-01,435.9
s_000573,u_00573,Pro,2024-03-16,,active,19.99,True,monthly,2026-06-29,582.47
s_000574,u_00574,Pro,2025-10-27,,active,19.99,True,monthly,2026-06-16,157.59
s_000575,u_00575,Pro,2025-04-12,,active,19.99,True,yearly,2026-06-30,308.41
s_000576,u_00576,Basic,2025-04-15,,active,9.99,True,monthly,2026-06-27,142.05
s_000577,u_00577,Pro,2024-08-12,,active,19.99,True,yearly,2026-06-15,425.58
s_000578,u_00578,Basic,2025-02-03,,active,9.99,False,monthly,2026-07-02,176.07
s_000579,u_00579,Pro,2024-07-01,,active,19.99,True,monthly,2026-06-20,445.16
s_000580,u_00580,Premium,2024-04-08,,active,39.99,False,monthly,2026-06-23,1048.85
s_000581,u_00581,Basic,2025-06-10,,active,9.99,True,monthly,2026-06-12,133.18
s_000582,u_00582,Pro,2024-05-15,,active,19.99,True,monthly,2026-06-24,517.21
s_000583,u_00583,Premium,2025-11-30,,active,39.99,False,yearly,2026-06-23,284.12
s_000584,u_00584,Basic,2024-03-31,,active,9.99,True,yearly,2026-06-15,262.46
s_000585,u_00585,Basic,2025-12-01,2026-06-30,cancelled,9.99,True,monthly,2026-06-12,64.03
s_000586,u_00586,Premium,2024-05-30,,active,39.99,False,monthly,2026-06-19,1072.15
s_000587,u_00587,Premium,2025-06-07,,active,39.99,True,monthly,2026-06-15,486.45
s_000588,u_00588,Basic,2024-02-18,,active,9.99,True,yearly,2026-06-12,271.52
s_000589,u_00589,Basic,2026-01-05,,active,9.99,True,monthly,2026-06-18,56.69
s_000590,u_00590,Pro,2025-04-06,,active,19.99,False,yearly,2026-06-29,314.84
s_000591,u_00591,Basic,2024-04-12,,active,9.99,True,monthly,2026-06-20,275.34
s_000592,u_00592,Basic,2026-01-19,,active,9.99,True,monthly,2026-07-01,54.19
s_000593,u_00593,Basic,2025-09-19,,active,9.99,False,monthly,2026-06-24,100.75
s_000594,u_00594,Basic,2026-02-18,,active,9.99,True,monthly,2026-06-25,41.72
s_000595,u_00595,Pro,2025-08-01,,active,19.99,True,monthly,2026-06-12,233.58
s_000596,u_00596,Pro,2025-05-28,,active,19.99,True,yearly,2026-06-23,244.72
s_000597,u_00597,Pro,2024-12-03,,active,19.99,True,monthly,2026-06-13,370.5
s_000598,u_00598,Pro,2025-09-21,,active,19.99,True,monthly,2026-06-16,174.27
s_000599,u_00599,Basic,2025-12-11,,active,9.99,True,monthly,2026-06-15,72.37
s_000600,u_00600,Basic,2025-11-26,,active,9.99,True,monthly,2026-07-02,76.67
s_000601,u_00601,Basic,2024-03-20,,active,9.99,True,monthly,2026-06-17,275.63
s_000602,u_00602,Basic,2024-03-01,2026-04-24,cancelled,9.99,True,yearly,2026-04-10,243.5
s_000603,u_00603,Basic,2025-10-21,,active,9.99,True,yearly,2026-06-24,80.89
